session_id,startTime,endTime,ProductList,gender
u24784,2020-12-14 13:16,2020-12-14 13:40,A00002/B00003/C00014/D33989/;A00002/B00003/C00014/D33991/;A00002/B00003/C00006/D15093/,female
u15541,2015-12-14 12:23,2015-12-14 12:23,A00004/B00013/C00080/D27915/,male
u22770,2022-12-14 14:48,2022-12-14 14:50,A00003/B00012/C00048/D00794/;A00003/B00012/C00051/D00680/,female
u21843,2017-12-14 9:16,2017-12-14 9:17,A00002/B00002/C00002/D30210/;A00002/B00002/C00007/D30212/,female
u11110,2029-11-14 18:55,2029-11-14 18:55,A00002/B00007/C00021/D15038/,female
u15213,2017-11-14 10:16,2017-11-14 10:16,A00003/B00028/C00148/D05211/,female
u12994,2006-12-14 13:16,2006-12-14 13:17,A00002/B00001/C00010/D19783/;A00002/B00001/C00010/D19784/,female
u11984,2026-11-14 14:52,2026-11-14 14:52,A00002/B00005/C00013/D12816/,female
u13103,2016-11-14 17:02,2016-11-14 17:02,A00002/B00003/C00005/D04355/,female
u18747,2028-11-14 13:53,2028-11-14 13:54,A00001/B00001/C00001/D12705/;A00001/B00001/C00092/D15236/,male
u13896,2018-11-14 23:06,2018-11-14 23:06,A00002/B00003/C00005/D06569/,female
u21879,2006-12-14 18:51,2006-12-14 18:51,A00002/B00001/C00020/D20226/,female
u19644,2028-11-14 15:43,2028-11-14 15:43,A00005/B00051/C00234/D15392/;A00005/B00051/C00234/D11866/,female
u18549,2019-12-14 13:10,2019-12-14 13:10,A00005/B00044/C00184/D32960/,male
u20640,2016-12-14 18:51,2016-12-14 18:51,A00001/B00001/C00020/D29221/,male
u17665,2009-12-14 16:03,2009-12-14 16:05,A00002/B00007/C00016/D23938/;A00002/B00003/C00006/D23940/,male
u23164,2012-12-14 17:18,2012-12-14 17:19,A00001/B00001/C00001/D02495/;A00001/B00001/C00001/D02492/,female
u15799,2018-11-14 9:36,2018-11-14 9:36,A00001/B00001/C00019/D05339/,male
u24057,2016-12-14 11:56,2016-12-14 11:57,A00002/B00007/C00021/D09208/,male
u11641,2014-11-14 11:02,2014-11-14 11:03,A00003/B00022/C00028/D00605/;A00003/B00022/C00028/D00611/;A00003/B00022/C00028/D00612/;A00003/B00022/C00028/D00614/;A00003/B00022/C00028/D00616/;A00003/B00022/C00028/D00617/,female
u13173,2022-12-14 0:49,2022-12-14 0:49,A00002/B00002/C00007/D32699/;A00002/B00002/C00007/D35065/,female
u19225,2028-11-14 11:31,2028-11-14 11:31,A00003/B00022/C00048/D15127/,female
u22547,2008-12-14 16:31,2008-12-14 16:31,A00003/B00012/C00048/D22461/,female
u11022,2021-11-14 22:17,2021-11-14 22:17,A00001/B00004/C00066/D02690/,male
u21607,2012-12-14 21:49,2012-12-14 21:51,A00001/B00001/C00012/D25433/;A00001/B00009/C00031/D09903/;A00001/B00009/C00031/D07442/,male
u22634,2008-12-14 20:16,2008-12-14 20:16,A00002/B00001/C00010/D22761/;A00003/B00012/C00036/D22766/,female
u16442,2008-12-14 22:49,2008-12-14 22:51,A00002/B00005/C00125/D02231/;A00002/B00003/C00014/D02998/;A00002/B00003/C00014/D19690/,female
u17864,2008-12-14 0:33,2008-12-14 0:35,A00001/B00009/C00028/D21713/;A00008/B00029/C00088/D21715/,female
u23878,2019-12-14 16:27,2019-12-14 16:27,A00003/B00012/C00051/D31722/,female
u16237,2019-11-14 8:29,2019-11-14 8:29,A00001/B00004/C00102/D07653/,male
u13276,2014-11-14 22:18,2014-11-14 22:18,A00002/B00001/C00059/D01334/,female
u18421,2025-11-14 16:19,2025-11-14 16:23,A00002/B00003/C00037/D02722/;A00002/B00003/C00037/D11793/;A00002/B00003/C00037/D11795/;A00002/B00002/C00007/D11796/,female
u15618,2022-12-14 21:16,2022-12-14 21:16,A00002/B00017/C00045/D35945/,female
u21432,2008-12-14 5:38,2008-12-14 5:38,A00002/B00003/C00005/D21690/,female
u20014,2001-12-14 8:58,2001-12-14 8:59,A00006/B00053/C00096/D16314/,female
u16839,2021-11-14 19:13,2021-11-14 19:16,A00002/B00004/C00061/D08856/;A00002/B00004/C00061/D08864/;A00002/B00004/C00061/D03097/;A00002/B00004/C00061/D08869/;A00002/B00004/C00061/D08875/,female
u11856,2014-12-14 22:56,2014-12-14 22:56,A00002/B00002/C00003/D00399/,female
u23045,2014-12-14 23:16,2014-12-14 23:17,A00002/B00017/C00152/D24264/;A00002/B00017/C00152/D25526/;A00002/B00017/C00152/D25528/,female
u17564,2023-11-14 11:19,2023-11-14 11:22,A00002/B00002/C00007/D10452/;A00002/B00002/C00012/D07288/;A00002/B00002/C00003/D10454/,female
u15666,2017-11-14 22:27,2017-11-14 22:27,A00002/B00001/C00049/D06262/,male
u20425,2017-12-14 21:21,2017-12-14 21:21,A00002/B00002/C00007/D08480/,female
u21051,2007-12-14 23:42,2007-12-14 23:43,A00002/B00001/C00059/D02910/;A00002/B00002/C00007/D18547/,female
u22446,2017-12-14 23:18,2017-12-14 23:22,A00003/B00012/C00048/D31133/;A00002/B00002/C00004/D20862/;A00002/B00002/C00009/D29012/,female
u23565,2016-12-14 19:25,2016-12-14 19:26,A00002/B00002/C00003/D29841/,female
u10100,2014-11-14 0:59,2014-11-14 0:59,A00003/B00004/C00008/D00027/,female
u18262,2018-12-14 21:54,2018-12-14 21:55,A00003/B00012/C00048/D32359/,female
u13488,2027-11-14 15:17,2027-11-14 15:18,A00002/B00004/C00018/D14397/;A00002/B00004/C00018/D14399/,female
u19651,2016-12-14 9:12,2016-12-14 9:12,A00002/B00003/C00006/D21767/,female
u21939,2017-12-14 10:07,2017-12-14 10:09,A00001/B00031/C00091/D29634/;A00001/B00031/C00091/D29610/;A00001/B00031/C00091/D29620/,male
u20211,2022-12-14 16:05,2022-12-14 16:07,A00002/B00003/C00006/D01622/;A00002/B00003/C00006/D35638/;A00002/B00003/C00006/D11083/,female
u13080,2014-11-14 22:38,2014-11-14 22:39,A00002/B00007/C00016/D01961/,male
u11998,2014-11-14 16:23,2014-11-14 16:27,A00002/B00003/C00014/D01266/;A00002/B00003/C00014/D00707/;A00002/B00003/C00014/D01303/,female
u13668,2026-11-14 20:58,2026-11-14 20:58,A00002/B00004/C00018/D13426/,female
u12407,2015-12-14 13:00,2015-12-14 13:00,A00004/B00014/C00083/D03867/,female
u18390,2025-11-14 15:15,2025-11-14 15:15,A00003/B00028/C00012/D11658/,male
u16127,2022-12-14 16:16,2022-12-14 16:16,A00001/B00001/C00019/D29903/,male
u13483,2027-11-14 8:34,2027-11-14 8:42,A00002/B00002/C00003/D13679/;A00002/B00002/C00003/D05410/;A00002/B00002/C00007/D13684/;A00002/B00002/C00003/D13687/;A00002/B00005/C00067/D02026/;A00002/B00002/C00003/D11802/;A00002/B00002/C00003/D10454/,female
u18799,2015-12-14 20:31,2015-12-14 20:34,A00002/B00001/C00053/D28605/;A00002/B00003/C00037/D28626/;A00002/B00003/C00037/D28628/;A00002/B00003/C00037/D28631/,female
u14695,2026-11-14 15:15,2026-11-14 15:16,A00002/B00002/C00002/D12899/;A00002/B00002/C00002/D12108/,female
u12000,2015-11-14 10:33,2015-11-14 10:33,A00002/B00007/C00024/D02460/,female
u18452,2012-12-14 8:54,2012-12-14 8:59,A00002/B00007/C00016/D22016/;A00002/B00007/C00016/D14457/;A00002/B00007/C00016/D24427/;A00002/B00007/C00021/D17345/;A00002/B00007/C00021/D23351/,female
u24986,2022-12-14 21:06,2022-12-14 21:06,A00002/B00002/C00003/D12310/,female
u10611,2019-12-14 8:57,2019-12-14 8:57,A00003/B00039/C00012/D32572/,female
u22947,2018-12-14 17:35,2018-12-14 17:47,A00002/B00003/C00005/D32064/;A00002/B00003/C00005/D28759/;A00002/B00003/C00005/D20203/;A00002/B00003/C00005/D32065/;A00002/B00003/C00005/D32066/;A00002/B00003/C00005/D00996/;A00002/B00003/C00005/D32067/;A00002/B00003/C00005/D27893/;A00002/B00003/C00005/D32068/;A00002/B00003/C00005/D32069/;A00002/B00003/C00005/D32070/;A00002/B00003/C00005/D30642/;A00002/B00003/C00005/D23727/;A00002/B00003/C00005/D32071/;A00002/B00003/C00005/D32073/,female
u11396,2017-11-14 17:35,2017-11-14 17:36,A00001/B00037/C00113/D04804/;A00001/B00037/C00113/D05875/,female
u14606,2022-11-14 20:44,2022-11-14 20:44,A00002/B00002/C00007/D08939/,female
u21848,2006-12-14 16:53,2006-12-14 16:54,A00002/B00005/C00058/D20084/,female
u23955,2015-12-14 20:24,2015-12-14 20:24,A00002/B00003/C00006/D01348/,female
u22124,2007-12-14 17:39,2007-12-14 17:40,A00001/B00009/C00038/D21188/;A00001/B00009/C00038/D21191/;A00001/B00009/C00038/D21174/,male
u14420,2015-11-14 22:31,2015-11-14 22:31,A00001/B00031/C00044/D03442/;A00001/B00031/C00044/D03443/,male
u22793,2018-12-14 14:03,2018-12-14 14:04,A00002/B00006/C00015/D31708/;A00002/B00006/C00015/D01259/,female
u24110,2016-12-14 14:37,2016-12-14 14:49,A00002/B00002/C00002/D29409/;A00002/B00002/C00002/D23209/;A00002/B00002/C00002/D29412/;A00002/B00002/C00002/D29416/;A00002/B00003/C00079/D29420/;A00002/B00003/C00079/D16897/;A00002/B00003/C00079/D17046/;A00002/B00003/C00079/D29428/;A00002/B00002/C00002/D29429/;A00002/B00002/C00002/D29434/,female
u24693,2019-12-14 14:57,2019-12-14 14:58,A00002/B00004/C00244/D33101/,female
u10082,2021-12-14 18:09,2021-12-14 18:11,A00002/B00002/C00002/D34852/;A00002/B00002/C00002/D22484/,female
u12315,2014-11-14 14:36,2014-11-14 14:36,A00002/B00007/C00016/D01064/,female
u17299,2022-11-14 16:29,2022-11-14 16:37,A00002/B00002/C00022/D09840/;A00002/B00002/C00003/D09842/;A00002/B00002/C00003/D09843/;A00002/B00002/C00007/D00232/;A00002/B00002/C00004/D09845/;A00002/B00002/C00022/D09847/;A00002/B00002/C00003/D00399/;A00002/B00002/C00002/D09848/;A00002/B00002/C00003/D09849/;A00002/B00002/C00007/D09851/,male
u11000,2006-12-14 20:37,2006-12-14 20:39,A00002/B00002/C00003/D18156/;A00002/B00002/C00003/D14587/;A00002/B00002/C00003/D16137/;A00002/B00002/C00003/D18511/;A00002/B00002/C00003/D09597/,female
u23563,2016-12-14 13:00,2016-12-14 13:00,A00002/B00002/C00002/D16469/,female
u14143,2017-11-14 10:51,2017-11-14 10:53,A00002/B00001/C00053/D05034/;A00002/B00001/C00049/D05106/;A00002/B00001/C00059/D04766/;A00002/B00001/C00020/D05084/,female
u21371,2006-12-14 6:42,2006-12-14 6:42,A00002/B00003/C00079/D19326/,female
u20817,2014-12-14 14:00,2014-12-14 14:01,A00002/B00002/C00009/D27013/;A00002/B00002/C00002/D26988/,female
u17644,2018-12-14 20:28,2018-12-14 20:28,A00002/B00003/C00014/D02893/,male
u12806,2007-12-14 21:34,2007-12-14 21:34,A00001/B00009/C00028/D18641/,male
u12292,2018-11-14 13:07,2018-11-14 13:08,A00002/B00004/C00066/D06858/,female
u16241,2001-12-14 12:08,2001-12-14 12:09,A00003/B00012/C00036/D12385/;A00003/B00012/C00036/D12827/;A00003/B00012/C00036/D01851/,female
u22839,2016-12-14 12:54,2016-12-14 12:54,A00011/B00050/C00157/D27993/,female
u17059,2001-12-14 15:52,2001-12-14 15:53,A00001/B00037/C00113/D16926/;A00001/B00037/C00113/D16916/,male
u24186,2016-12-14 20:21,2016-12-14 20:26,A00001/B00009/C00038/D00127/;A00001/B00009/C00038/D29881/,female
u12528,2019-11-14 8:23,2019-11-14 8:23,A00003/B00012/C00036/D07646/,female
u12165,2014-11-14 12:34,2015-11-14 15:00,A00006/B00024/C00071/D00820/;A00002/B00001/C00053/D02897/,female
u14393,2023-11-14 0:00,2023-11-14 0:00,A00001/B00015/C00043/D10242/,male
u18002,2025-11-14 9:27,2025-11-14 9:27,A00003/B00012/C00051/D07233/,female
u17211,2022-11-14 11:39,2022-11-14 11:41,A00001/B00031/C00091/D09474/;A00001/B00004/C00122/D09477/,female
u10103,2014-11-14 9:02,2014-11-14 9:03,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/,female
u13065,2019-11-14 18:55,2019-11-14 18:55,A00002/B00002/C00011/D07973/,female
u18640,2001-12-14 10:33,2001-12-14 10:34,A00002/B00002/C00112/D16497/;A00002/B00002/C00007/D05889/,female
u21102,2005-12-14 20:49,2005-12-14 20:50,A00001/B00009/C00186/D15025/,male
u19588,2020-12-14 15:18,2020-12-14 15:18,A00005/B00040/C00128/D34137/,female
u11359,2017-12-14 21:01,2017-12-14 21:01,A00001/B00001/C00012/D31021/,male
u24388,2018-12-14 9:23,2018-12-14 9:23,A00001/B00015/C00043/D31295/,female
u22929,2015-12-14 15:51,2015-12-14 15:52,A00002/B00006/C00030/D28297/;A00002/B00006/C00030/D20466/,female
u20197,2022-12-14 14:10,2022-12-14 14:23,A00002/B00002/C00002/D28240/;A00002/B00002/C00003/D35533/;A00002/B00002/C00002/D35534/;A00002/B00002/C00081/D35536/;A00002/B00002/C00002/D35539/;A00002/B00002/C00033/D35542/;A00002/B00002/C00002/D35543/;A00002/B00002/C00002/D28257/;A00002/B00002/C00002/D35546/;A00002/B00002/C00002/D35547/;A00002/B00002/C00002/D28265/;A00002/B00002/C00002/D21624/,female
u11297,2012-12-14 15:02,2012-12-14 15:08,A00002/B00002/C00003/D24886/;A00002/B00002/C00003/D24976/,female
u21103,2005-12-14 21:44,2005-12-14 21:44,A00001/B00015/C00042/D18855/,male
u14685,2022-11-14 20:30,2022-11-14 20:32,A00005/B00019/C00164/D10115/;A00005/B00032/C00094/D10118/,female
u17472,2022-11-14 23:53,2022-11-14 23:53,A00002/B00001/C00010/D10232/,female
u14219,2016-12-14 22:25,2016-12-14 22:25,A00002/B00002/C00002/D30044/,female
u10925,2012-12-14 8:49,2012-12-14 8:50,A00002/B00002/C00004/D24416/,female
u10134,2007-12-14 20:52,2007-12-14 20:52,A00002/B00002/C00002/D06058/,female
u11188,2002-12-14 7:37,2002-12-14 7:37,A00003/B00004/C00096/D17467/,male
u10971,2020-12-14 14:22,2020-12-14 14:22,A00002/B00002/C00007/D08480/,female
u14632,2016-11-14 11:48,2016-11-14 11:49,A00001/B00001/C00001/D01137/;A00001/B00001/C00001/D03875/,male
u20396,2005-12-14 21:12,2005-12-14 21:21,A00003/B00012/C00074/D18755/;A00003/B00012/C00074/D18764/;A00003/B00012/C00074/D18767/;A00003/B00012/C00074/D18769/;A00003/B00012/C00074/D18776/;A00003/B00012/C00074/D18777/;A00003/B00012/C00074/D18785/,female
u10624,2022-12-14 8:03,2022-12-14 8:04,A00002/B00003/C00005/D35101/;A00002/B00003/C00005/D35102/,female
u12685,2026-11-14 11:23,2026-11-14 11:29,A00002/B00002/C00007/D12484/;A00002/B00002/C00003/D12486/;A00002/B00002/C00003/D12491/;A00002/B00002/C00003/D10514/;A00002/B00002/C00003/D11269/;A00002/B00002/C00003/D07483/,female
u10670,2017-11-14 8:10,2017-11-14 8:10,A00002/B00002/C00004/D00672/,female
u18902,2029-11-14 14:16,2029-11-14 14:17,A00002/B00017/C00161/D15591/,male
u20736,2005-12-14 16:20,2005-12-14 16:20,A00001/B00001/C00001/D16641/,male
u17236,2022-11-14 15:30,2022-11-14 15:33,A00002/B00007/C00016/D09787/;A00002/B00007/C00016/D09720/;A00002/B00002/C00009/D09591/;A00002/B00007/C00016/D09686/;A00002/B00007/C00016/D06533/;A00002/B00007/C00016/D09794/,female
u20229,2019-12-14 12:30,2019-12-14 12:30,A00003/B00022/C00048/D29135/,female
u20281,2022-12-14 21:49,2022-12-14 21:49,A00002/B00001/C00224/D35981/,female
u24460,2018-12-14 13:35,2018-12-14 13:37,A00002/B00005/C00058/D14877/;A00002/B00002/C00007/D08940/;A00002/B00005/C00058/D22896/,female
u17467,2022-11-14 22:54,2022-11-14 22:55,A00002/B00001/C00049/D07903/;A00002/B00001/C00150/D10225/;A00002/B00001/C00059/D10226/,female
u23420,2013-12-14 10:45,2013-12-14 10:47,A00002/B00003/C00046/D25807/;A00002/B00003/C00046/D25812/,female
u22406,2015-12-14 10:14,2015-12-14 10:14,A00003/B00022/C00048/D07843/,female
u17897,2021-12-14 22:11,2021-12-14 22:13,A00002/B00002/C00033/D24967/;A00002/B00002/C00004/D35010/;A00002/B00003/C00006/D05420/,female
u22752,2017-12-14 11:48,2017-12-14 11:51,A00003/B00012/C00048/D30341/;A00003/B00012/C00048/D30349/,female
u18727,2029-11-14 11:13,2029-11-14 11:13,A00003/B00022/C00048/D12722/,female
u18563,2026-11-14 8:24,2026-11-14 8:24,A00002/B00007/C00027/D12274/,female
u24251,2017-12-14 11:57,2017-12-14 11:57,A00006/B00024/C00108/D30410/,female
u10801,2026-11-14 9:47,2026-11-14 9:47,A00002/B00003/C00014/D00431/,male
u17208,2014-12-14 0:24,2014-12-14 0:24,A00001/B00001/C00092/D26810/,male
u22100,2007-12-14 16:22,2007-12-14 16:26,A00003/B00012/C00036/D00912/;A00003/B00012/C00048/D21112/;A00003/B00012/C00036/D21113/,female
u12181,2017-11-14 15:34,2017-11-14 15:35,A00002/B00001/C00123/D05717/;A00005/B00019/C00140/D05719/,female
u17364,2012-12-14 17:17,2012-12-14 17:18,A00002/B00016/C00127/D25169/;A00002/B00016/C00127/D25170/,female
u10372,2018-11-14 10:14,2018-11-14 10:14,A00002/B00003/C00006/D06616/,female
u18770,2009-12-14 9:26,2009-12-14 9:30,A00002/B00001/C00010/D23214/;A00002/B00001/C00053/D23217/;A00002/B00001/C00059/D00647/,female
u14966,2016-11-14 21:51,2016-11-14 21:53,A00002/B00001/C00010/D03976/;A00002/B00001/C00010/D04643/;A00002/B00001/C00010/D04646/,female
u21188,2007-12-14 12:24,2007-12-14 12:29,A00001/B00001/C00020/D13982/;A00002/B00002/C00002/D01175/;A00004/B00014/C00083/D19087/;A00002/B00004/C00018/D00125/,female
u17092,2005-12-14 14:01,2005-12-14 14:01,A00003/B00028/C00179/D18193/,female
u15151,2017-11-14 9:21,2017-11-14 9:22,A00002/B00002/C00002/D00182/,female
u24144,2016-12-14 16:55,2016-12-14 16:55,A00002/B00016/C00044/D29689/,female
u23149,2015-12-14 18:48,2015-12-14 19:37,A00002/B00003/C00079/D16897/;A00002/B00003/C00079/D02751/;A00002/B00002/C00007/D28491/;A00005/B00032/C00167/D28501/;A00005/B00032/C00167/D01640/;A00005/B00032/C00167/D28511/;A00005/B00019/C00133/D28535/;A00005/B00019/C00176/D28536/,female
u10651,2025-11-14 15:20,2025-11-14 15:20,A00002/B00003/C00014/D11671/,female
u21076,2019-12-14 11:40,2019-12-14 11:40,A00002/B00001/C00020/D32809/;A00002/B00001/C00020/D32123/;A00002/B00001/C00020/D17189/,male
u20559,2002-12-14 8:27,2009-12-14 7:24,A00002/B00003/C00006/D17523/;A00002/B00003/C00014/D23062/,female
u19044,2027-11-14 8:51,2027-11-14 8:54,A00003/B00022/C00036/D13701/;A00003/B00022/C00073/D13707/,female
u10241,2016-11-14 5:15,2016-11-14 5:21,A00001/B00001/C00075/D03615/;A00001/B00001/C00075/D03629/;A00001/B00001/C00075/D03630/;A00001/B00001/C00001/D03585/;A00001/B00001/C00001/D03587/;A00001/B00001/C00001/D03631/;A00001/B00001/C00001/D03588/;A00001/B00001/C00001/D01111/;A00001/B00001/C00001/D03632/,male
u22222,2009-12-14 15:58,2009-12-14 15:58,A00002/B00006/C00015/D05948/,female
u20015,2001-12-14 9:09,2001-12-14 9:09,A00006/B00057/C00096/D16334/,female
u20383,2022-12-14 13:38,2022-12-14 13:38,A00002/B00001/C00010/D04413/;A00002/B00001/C00010/D21861/,female
u12232,2018-11-14 11:52,2018-11-14 11:52,A00002/B00002/C00007/D06770/,female
u21726,2006-12-14 11:56,2006-12-14 11:56,A00001/B00001/C00020/D19693/,female
u16288,2009-12-14 11:52,2009-12-14 11:52,A00002/B00002/C00011/D17645/,female
u20791,2022-12-14 21:25,2022-12-14 21:25,A00003/B00026/C00096/D35703/,male
u24421,2018-12-14 12:19,2018-12-14 12:19,A00002/B00006/C00015/D31395/,female
u12995,2006-12-14 19:35,2006-12-14 19:36,A00002/B00011/C00114/D20290/;A00002/B00011/C00114/D20293/,female
u21110,2005-12-14 22:21,2005-12-14 22:22,A00002/B00007/C00021/D19020/;A00002/B00007/C00021/D00263/,female
u14111,2013-12-14 13:47,2013-12-14 13:50,A00002/B00001/C00010/D26039/;A00002/B00001/C00010/D02835/,female
u18355,2025-11-14 14:35,2025-11-14 14:35,A00001/B00015/C00043/D11583/,male
u12482,2017-12-14 12:51,2017-12-14 12:55,A00003/B00012/C00028/D27053/;A00003/B00012/C00051/D28301/;A00003/B00012/C00028/D30473/,female
u11536,2028-11-14 14:23,2028-11-14 14:30,A00002/B00002/C00002/D00475/;A00002/B00003/C00014/D00457/;A00002/B00001/C00123/D15274/;A00002/B00002/C00002/D15193/;A00002/B00002/C00003/D15278/;A00002/B00002/C00007/D13937/;A00002/B00002/C00009/D15280/;A00002/B00002/C00007/D02359/;A00002/B00002/C00003/D15281/;A00002/B00002/C00007/D05247/;A00002/B00002/C00003/D15283/,female
u19988,2005-12-14 20:44,2005-12-14 20:45,A00001/B00001/C00019/D11894/;A00001/B00001/C00020/D07360/,male
u23945,2015-12-14 21:17,2015-12-14 21:17,A00002/B00002/C00007/D19059/,female
u12611,2014-11-14 15:45,2014-11-14 15:45,A00002/B00007/C00016/D01064/,male
u21199,2005-12-14 22:28,2005-12-14 22:28,A00002/B00001/C00059/D19044/,female
u12244,2022-12-14 20:28,2022-12-14 20:30,A00002/B00001/C00049/D35885/;A00002/B00003/C00012/D35886/,female
u10180,2007-12-14 22:02,2007-12-14 22:02,A00001/B00001/C00020/D07360/,male
u22996,2009-12-14 18:18,2009-12-14 18:18,A00006/B00057/C00218/D24043/,female
u15059,2017-11-14 7:36,2017-11-14 7:37,A00002/B00002/C00007/D00620/;A00002/B00002/C00007/D04957/,female
u15841,2018-11-14 15:29,2018-11-14 15:29,A00003/B00022/C00036/D07131/,female
u11453,2019-12-14 18:20,2019-12-14 18:20,A00002/B00003/C00079/D33329/,female
u14569,2001-12-14 13:51,2001-12-14 13:52,A00005/B00060/C00266/D16741/;A00009/B00041/C00137/D16731/,female
u18578,2016-12-14 8:30,2016-12-14 8:32,A00003/B00012/C00074/D06607/;A00003/B00012/C00074/D17395/,female
u20002,2001-12-14 8:49,2001-12-14 8:51,A00002/B00002/C00004/D16305/;A00002/B00002/C00004/D16307/;A00002/B00002/C00004/D13590/,female
u16878,2027-11-14 13:54,2027-11-14 13:54,A00003/B00021/C00055/D14278/,female
u12834,2014-12-14 20:52,2014-12-14 20:52,A00001/B00031/C00044/D27392/,male
u16403,2019-11-14 16:13,2019-11-14 16:14,A00003/B00021/C00064/D07842/,female
u19197,2019-12-14 8:54,2019-12-14 8:54,A00003/B00012/C00048/D31838/,female
u16482,2017-12-14 9:02,2017-12-14 9:04,A00002/B00003/C00005/D17897/;A00002/B00002/C00007/D19145/,female
u12306,2017-11-14 12:19,2017-11-14 12:19,A00003/B00021/C00055/D05451/;A00003/B00021/C00055/D05452/,female
u13925,2015-11-14 13:59,2015-11-14 13:59,A00002/B00016/C00044/D02779/,female
u20368,2016-12-14 12:25,2016-12-14 12:25,A00003/B00012/C00074/D29196/,female
u15030,2009-12-14 23:20,2009-12-14 23:24,A00003/B00058/C00329/D24357/;A00003/B00058/C00329/D24347/;A00003/B00058/C00329/D24358/,female
u23184,2018-12-14 23:48,2018-12-14 23:53,A00001/B00004/C00196/D32425/;A00001/B00004/C00196/D32428/;A00001/B00009/C00028/D05355/;A00001/B00009/C00028/D24851/,male
u12770,2027-11-14 9:16,2027-11-14 9:16,A00001/B00009/C00028/D00449/,male
u24170,2016-12-14 19:57,2016-12-14 19:59,A00003/B00020/C00052/D29857/;A00003/B00020/C00052/D29858/,female
u12743,2018-11-14 12:05,2018-11-14 12:06,A00001/B00031/C00012/D06080/;A00001/B00009/C00031/D06748/;A00001/B00001/C00001/D06750/;A00001/B00004/C00093/D06792/,male
u24180,2017-12-14 18:02,2017-12-14 18:03,A00003/B00020/C00052/D12718/,female
u24391,2018-12-14 10:08,2018-12-14 10:09,A00003/B00022/C00036/D31306/;A00003/B00022/C00048/D16748/,female
u13921,2013-12-14 16:29,2013-12-14 16:32,A00002/B00003/C00079/D14033/;A00002/B00003/C00079/D26209/;A00002/B00003/C00079/D26210/;A00002/B00003/C00037/D26212/;A00002/B00003/C00005/D26218/,male
u18399,2006-12-14 11:49,2006-12-14 11:50,A00001/B00009/C00028/D19607/,female
u10867,2023-11-14 16:50,2023-11-14 16:50,A00002/B00002/C00007/D00266/,female
u13949,1930-11-14 1:28,1930-11-14 1:28,A00001/B00009/C00028/D15606/,male
u14495,2029-11-14 22:05,2029-11-14 22:05,A00002/B00003/C00005/D03126/,female
u15959,2015-12-14 10:37,2015-12-14 10:37,A00004/B00014/C00083/D27783/,male
u24561,2019-12-14 11:59,2019-12-14 12:03,A00001/B00031/C00044/D32840/;A00001/B00001/C00012/D32844/;A00001/B00001/C00001/D32846/,male
u14543,2016-11-14 12:38,2016-11-14 12:38,A00006/B00030/C00220/D03936/,female
u10943,2015-12-14 21:55,2015-12-14 21:56,A00002/B00002/C00007/D00266/,female
u13682,2016-11-14 12:57,2016-11-14 12:57,A00002/B00007/C00024/D03963/,female
u23349,2018-12-14 9:33,2018-12-14 9:33,A00001/B00031/C00130/D31321/,female
u24611,2019-12-14 7:50,2019-12-14 7:50,A00002/B00001/C00010/D32477/,female
u11040,2008-12-14 11:18,2008-12-14 11:18,A00002/B00004/C00066/D02983/,male
u20010,2008-12-14 20:44,2008-12-14 20:44,A00002/B00005/C00057/D10770/,female
u14770,2001-12-14 0:31,2001-12-14 0:31,A00002/B00001/C00059/D06180/,female
u23474,2013-12-14 13:16,2013-12-14 13:16,A00003/B00028/C00179/D25977/,female
u22194,2018-12-14 12:53,2018-12-14 12:53,A00002/B00001/C00059/D00900/,female
u11150,2015-11-14 10:15,2015-11-14 10:20,A00003/B00012/C00074/D02438/;A00003/B00012/C00074/D02440/;A00003/B00012/C00074/D02443/;A00003/B00012/C00074/D02447/,female
u20643,2017-12-14 1:12,2017-12-14 1:12,A00001/B00001/C00019/D30079/,male
u15621,2026-11-14 9:53,2026-11-14 10:01,A00003/B00012/C00051/D12378/;A00003/B00012/C00051/D04898/;A00003/B00012/C00074/D12382/;A00003/B00012/C00048/D12384/;A00003/B00012/C00036/D12385/;A00003/B00012/C00051/D00927/,female
u24944,2022-12-14 13:48,2022-12-14 13:48,A00002/B00017/C00045/D35505/,female
u22890,2022-12-14 11:28,2022-12-14 11:31,A00001/B00009/C00032/D35344/;A00001/B00009/C00032/D34943/;A00001/B00009/C00032/D02947/,female
u19669,2029-11-14 11:00,2029-11-14 11:01,A00003/B00021/C00064/D14149/;A00003/B00021/C00064/D15444/,female
u10902,2029-11-14 13:35,2029-11-14 13:35,A00002/B00002/C00007/D00266/,female
u15506,2026-11-14 17:32,2026-11-14 17:32,A00002/B00001/C00123/D13150/,female
u14040,2019-11-14 20:21,2019-11-14 20:22,A00003/B00020/C00052/D08119/,female
u12837,2015-12-14 19:59,2015-12-14 19:59,A00001/B00001/C00092/D22707/,male
u19398,2027-11-14 22:05,2027-11-14 22:05,A00002/B00003/C00006/D11484/;A00002/B00003/C00006/D04798/,female
u18251,2015-12-14 8:48,2015-12-14 8:48,A00003/B00022/C00028/D27679/,female
u13092,2029-11-14 14:38,2029-11-14 14:38,A00001/B00015/C00042/D15619/,male
u23284,2013-12-14 10:01,2013-12-14 10:03,A00002/B00001/C00150/D25174/;A00002/B00001/C00150/D19189/;A00002/B00001/C00150/D19184/;A00002/B00001/C00075/D04189/,female
